record_time_ns,source_time_s,lane_center_x,heading_error_rad,curve_state,curvature_severity,signed_curvature,preview_signed_curvature,s_transition_active,elapsed_s,heading_error_deg,cte_px,phase_a,reason_a,target_speed_a,filtered_curvature_risk,curvature_trend,fast_alignment,curve_evidence,target_speed_b,mode_b,hold_active_b,command_speed_a,command_speed_b
1786343449077687656,1786343448.813142,347.49076786769956,0.0033314213148633704,Straight,0.0,nan,nan,False,0.0,0.19087638112159447,27.49076786769956,ALIGNMENT_RECOVERY,ALIGNMENT_RECOVERY,16.0,0.0,0.0,True,False,12.0,WEAK_CURVE,False,16.0,12.4
1786343449174294638,1786343449.109149,395.49176205131175,-0.002622398886481726,Straight,0.0,nan,nan,False,0.2960069179534912,-0.15025238839520957,75.49176205131175,ALIGNMENT_RECOVERY,ALIGNMENT_RECOVERY,16.0,0.0,0.0,False,False,12.0,WEAK_CURVE,False,16.0,12.0
1786343449240971569,1786343449.169135,394.29403000696044,-0.003130737829213439,Straight,0.0,nan,nan,False,0.35599303245544434,-0.1793780643758792,74.29403000696044,ALIGNMENT_RECOVERY,ALIGNMENT_RECOVERY,16.0,0.0,0.0,False,False,12.0,WEAK_CURVE,False,16.0,12.0
1786343449307656475,1786343449.237148,391.82963143037625,-0.003815299030857396,Straight,0.0,nan,nan,False,0.42400598526000977,-0.21860053204848204,71.82963143037625,ALIGNMENT_RECOVERY,ALIGNMENT_RECOVERY,16.0,0.0,0.0,False,False,12.0,WEAK_CURVE,False,16.0,12.0
1786343449374291793,1786343449.301145,419.7181619230278,-0.21325480927017695,Curve,0.4410363733768463,-0.3945125639438629,1.1689378023147583,False,0.4880030155181885,-12.218600532048482,99.71816192302782,CURVE_APPROACH,S_CANDIDATE,10.0,0.7004082481045624,0.7004082481045624,False,True,12.0,WEAK_CURVE,False,10.0,12.0
1786343449441075813,1786343449.369135,427.3931402791676,-0.3063993725075299,Curve,0.8825220465660095,-7.117724895477295,-4.729735374450684,False,0.555992841720581,-17.555390890138213,107.3931402791676,CURVE_IN,S_CANDIDATE,10.0,0.8825220742763441,0.8825220742763441,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449507637661,1786343449.433117,429.4232852973007,-0.3252456345592261,Curve,0.934363603591919,-7.180018424987793,-7.903047561645508,False,0.6199748516082764,-18.63520216529797,109.42328529730071,CURVE_IN,S_CANDIDATE,10.0,0.9343636050316212,0.23395535692705882,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449576740825,1786343449.501184,430.4950975339614,-0.32400399478192526,Curve,0.9346308708190918,-7.20933723449707,-10.08637523651123,False,0.6880419254302979,-18.564061446383064,110.49509753396143,CURVE_IN,S_CANDIDATE,10.0,0.9404977781772678,0.05797570390092366,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449640958358,1786343449.57314,431.0198768419617,-0.32360338800131655,Curve,0.9348959922790527,-7.20933723449707,-10.103245735168457,False,0.7599978446960449,-18.541108368609862,111.01987684196172,CURVE_IN,S_CANDIDATE,10.0,0.9527694806929236,0.018405875661302362,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449707781134,1786343449.63315,431.73254696588793,-0.33041572385317547,Curve,0.9348959922790527,-7.180018424987793,-7.93314266204834,False,0.8200080394744873,-18.931426461547037,111.73254696588793,CURVE_IN,S_CANDIDATE,10.0,0.9527694806929236,0.012271702515655791,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449774365779,1786343449.705125,431.0998537994536,-0.3355363912003553,Curve,0.9348959922790527,-7.1532816886901855,-7.264427661895752,False,0.8919830322265625,-19.22481908883089,111.09985379945363,CURVE_IN,S_CANDIDATE,10.0,0.9407101219513161,-0.012059358741607462,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449840945618,1786343449.765127,429.8968636412825,-0.3249657358228415,Curve,0.9350800514221191,-7.20179557800293,-10.587407112121582,False,0.9519848823547363,-18.619165149012083,109.8968636412825,CURVE_IN,S_CANDIDATE,10.0,0.9407101219513161,-0.012059358741607462,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449907659461,1786343449.837133,429.51079378661126,-0.33360930524583754,Curve,0.9349433779716492,-7.185610294342041,-7.30331563949585,False,1.0239908695220947,-19.114405196878085,109.51079378661126,CURVE_IN,S_CANDIDATE,10.0,0.9359246731646621,-0.00478544878665399,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343449974367755,1786343449.897135,428.9538551723937,-0.32583208802400226,Curve,0.9349433779716492,-7.229024887084961,-10.188230514526367,False,1.0839929580688477,-18.668803473710465,108.95385517239367,CURVE_IN,S_CANDIDATE,10.0,0.9532195718158913,0.01250944986457525,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343450041140700,1786343449.969128,430.29301503118893,-0.3244066532119468,Curve,0.9349433779716492,-7.1827473640441895,-10.078265190124512,False,1.1559858322143555,-18.58713207500866,110.29301503118893,CURVE_IN,S_CANDIDATE,10.0,0.9527332704358006,0.01680859727113848,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343450109371905,1786343450.029133,431.99434888703524,-0.32329648669175254,Curve,0.9350800514221191,-7.202305316925049,-10.16912841796875,False,1.2159910202026367,-18.523524218844805,111.99434888703524,CURVE_IN,S_CANDIDATE,10.0,0.9531358157468693,-8.375606902200072e-05,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343450174401296,1786343450.101191,430.9760222457114,-0.3382970769263015,Curve,0.9349433779716492,-7.085916519165039,-6.364475727081299,False,1.2880489826202393,-19.38299472948962,110.97602224571142,CURVE_IN,S_CANDIDATE,10.0,0.9527332704358006,0.0,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343450244212702,1786343450.161134,431.30957100847405,-0.3383294682911044,Curve,0.9349191188812256,-7.164684772491455,-7.249967098236084,False,1.347991943359375,-19.384850617985492,111.30957100847405,CURVE_IN,S_CANDIDATE,10.0,0.9354835970705215,-0.01765221867634781,False,True,10.0,STRONG_CURVE,False,10.0,10.0
1786343450307645104,1786343450.261134,430.6668840129764,-0.32543312584272494,Curve,0.9347657561302185,-6.857642650604248,-5.729817867279053,False,1.4479918479919434,-18.64594462453794,110.66688401297642,CURVE_IN,S_CANDIDATE,10.0,0.9347657561302185,-0.017967514305582077,False,True,10.0,STRONG_CURVE,False,10.0,10.0
